#	Visible?	Starred?	Identified Proteins (1976)	Accession Number	Alternate ID	Molecular Weight	Protein Grouping Ambiguity	Taxonomy	1	2	3	4	5	6	7	8	9
1	TRUE	Empty	"Cluster of Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2 (P05783)"	P05783 [21]	KRT18	48 kDa	TRUE	unknown	544	733	857	343	317	320	388	291	327
1.1	TRUE	Empty	"    Keratin, type I cytoskeletal 18 OS=Homo sapiens GN=KRT18 PE=1 SV=2"	P05783	KRT18	48 kDa	TRUE	unknown	374	540	615	195	149	173	182	161	141
1.2	TRUE	Empty	"    Keratin, type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4"	P08727	KRT19	44 kDa	TRUE	unknown	167	189	242	96	73	80	92	75	80
1.3	TRUE	Empty	"    Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6"	P13645	KRT10	59 kDa	TRUE	unknown	5	5	5	49	82	53	103	49	57
1.4	TRUE	Empty	"    Keratin, type I cytoskeletal 13 OS=Homo sapiens GN=KRT13 PE=1 SV=4"	P13646	KRT13	50 kDa	TRUE	unknown	0	40	0	40	0	27	37	26	33
1.5	TRUE	Empty	"    Keratin, type I cytoskeletal 14 OS=Homo sapiens GN=KRT14 PE=1 SV=4"	P02533	KRT14	52 kDa	TRUE	unknown	12	11	17	12	28	27	27	20	43
1.6	TRUE	Empty	"    Keratin, type I cytoskeletal 16 OS=Homo sapiens GN=KRT16 PE=1 SV=4"	P08779	KRT16	51 kDa	TRUE	unknown	12	8	14	12	14	17	24	13	43
1.7	TRUE	Empty	"    Keratin, type I cytoskeletal 17 OS=Homo sapiens GN=KRT17 PE=1 SV=2"	Q04695	KRT17	48 kDa	TRUE	unknown	9	9	13	7	11	14	13	10	21
1.8	TRUE	Empty	"    Keratin, type I cytoskeletal 15 OS=Homo sapiens GN=KRT15 PE=1 SV=3"	P19012	KRT15	49 kDa	TRUE	unknown	8	10	13	7	0	12	12	9	16
1.9	TRUE	Empty	"    Keratin, type I cuticular Ha5 OS=Homo sapiens GN=KRT35 PE=1 SV=5"	Q92764	KRT35	50 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
1.1	TRUE	Empty	"    Keratin, type I cytoskeletal 28 OS=Homo sapiens GN=KRT28 PE=1 SV=2"	Q7Z3Y7	KRT28	51 kDa	TRUE	unknown	3	0	0	0	0	0	0	0	0
1.11	TRUE	Empty	"    Keratin, type I cytoskeletal 24 OS=Homo sapiens GN=KRT24 PE=1 SV=1"	Q2M2I5	KRT24	55 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
1.12	TRUE	Empty	"    Keratin, type I cytoskeletal 25 OS=Homo sapiens GN=KRT25 PE=1 SV=1"	Q7Z3Z0	KRT25	49 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
1.13	TRUE	Empty	"    Keratin, type I cytoskeletal 27 OS=Homo sapiens GN=KRT27 PE=1 SV=2"	Q7Z3Y8	KRT27	50 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
1.14	TRUE	Empty	"    Keratin, type I cytoskeletal 26 OS=Homo sapiens GN=KRT26 PE=1 SV=2"	Q7Z3Y9	KRT26	52 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
1.15	TRUE	Empty	"    Keratin, type I cytoskeletal 20 OS=Homo sapiens GN=KRT20 PE=1 SV=1"	P35900	KRT20	48 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
1.16	TRUE	Empty	"    Keratin, type I cuticular Ha6 OS=Homo sapiens GN=KRT36 PE=1 SV=1"	O76013	KRT36	52 kDa	TRUE	unknown	0	0	0	4	0	0	0	0	0
1.17	TRUE	Empty	"    Keratin, type I cuticular Ha8 OS=Homo sapiens GN=KRT38 PE=1 SV=3"	O76015	KRT38	50 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	3
1.18	TRUE	Empty	"    Keratin, type I cuticular Ha2 OS=Homo sapiens GN=KRT32 PE=2 SV=3"	Q14532	KRT32	50 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
1.19	TRUE	Empty	"    Keratin, type I cuticular Ha3-II OS=Homo sapiens GN=KRT33B PE=1 SV=3"	Q14525	KRT33B	46 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
1.2	TRUE	Empty	"    Keratin, type I cuticular Ha1 OS=Homo sapiens GN=KRT31 PE=1 SV=3"	Q15323	KRT31	47 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
1.21	TRUE	Empty	"    Keratin, type I cytoskeletal 12 OS=Homo sapiens GN=KRT12 PE=1 SV=1"	Q99456	KRT12	54 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
2	TRUE	Empty	"Cluster of Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7 (P05787)"	P05787 [22]	KRT8	54 kDa	TRUE	unknown	321	424	467	199	218	226	268	210	227
2.1	TRUE	Empty	"    Keratin, type II cytoskeletal 8 OS=Homo sapiens GN=KRT8 PE=1 SV=7"	P05787	KRT8	54 kDa	TRUE	unknown	299	409	450	155	139	166	172	156	140
2.2	TRUE	Empty	"    Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens GN=KRT2 PE=1 SV=2"	P35908	KRT2	65 kDa	TRUE	unknown	6	0	15	30	62	45	65	40	49
2.3	TRUE	Empty	"    Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5"	P04259	KRT6B	60 kDa	TRUE	unknown	0	0	0	22	22	30	29	20	41
2.4	TRUE	Empty	"    Keratin, type II cytoskeletal 6A OS=Homo sapiens GN=KRT6A PE=1 SV=3"	P02538	KRT6A	60 kDa	TRUE	unknown	0	0	0	20	22	28	30	20	41
2.5	TRUE	Empty	"    Keratin, type II cytoskeletal 6C OS=Homo sapiens GN=KRT6C PE=1 SV=3"	P48668	KRT6C	60 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	41
2.6	TRUE	Empty	"    Keratin, type II cytoskeletal 7 OS=Homo sapiens GN=KRT7 PE=1 SV=5"	P08729	KRT7	51 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
2.7	TRUE	Empty	"    Keratin, type II cytoskeletal 80 OS=Homo sapiens GN=KRT80 PE=1 SV=2"	Q6KB66	KRT80	51 kDa	TRUE	unknown	29	37	31	20	0	0	15	15	0
2.8	TRUE	Empty	    Glial fibrillary acidic protein OS=Homo sapiens GN=GFAP PE=1 SV=1	P14136	GFAP	50 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
2.9	TRUE	Empty	"    Keratin, type II cytoskeletal 5 OS=Homo sapiens GN=KRT5 PE=1 SV=3"	P13647	KRT5	62 kDa	TRUE	unknown	7	8	17	12	21	21	22	18	27
2.1	TRUE	Empty	"    Keratin, type II cytoskeletal 75 OS=Homo sapiens GN=KRT75 PE=1 SV=2"	O95678	KRT75	60 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
2.11	TRUE	Empty	"    Keratin, type II cytoskeletal 79 OS=Homo sapiens GN=KRT79 PE=1 SV=2"	Q5XKE5	KRT79	58 kDa	TRUE	unknown	10	10	18	6	0	0	12	9	10
2.12	TRUE	Empty	"    Keratin, type II cytoskeletal 1b OS=Homo sapiens GN=KRT77 PE=1 SV=3"	Q7Z794	KRT77	62 kDa	TRUE	unknown	7	0	0	4	10	8	16	8	8
2.13	TRUE	Empty	"    Keratin, type II cytoskeletal 2 oral OS=Homo sapiens GN=KRT76 PE=1 SV=2"	Q01546	KRT76	66 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
2.14	TRUE	Empty	"    Keratin, type II cytoskeletal 3 OS=Homo sapiens GN=KRT3 PE=1 SV=3"	P12035	KRT3	64 kDa	TRUE	unknown	0	0	0	0	11	0	11	0	12
2.15	TRUE	Empty	"    Keratin, type II cuticular Hb4 OS=Homo sapiens GN=KRT84 PE=2 SV=2"	Q9NSB2	KRT84	65 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
2.16	TRUE	Empty	"    Keratin, type II cytoskeletal 72 OS=Homo sapiens GN=KRT72 PE=1 SV=2"	Q14CN4	KRT72	56 kDa	TRUE	unknown	0	0	0	0	0	0	0	0	0
